filename,label,speed,overall_vib_rms,log_vib_ratio,overall_shock_rms,log_shock_ratio,overall_vib_kurtosis,log_kurtosis_ratio,overall_vib_crest,log_crest_ratio
Train1.csv,Normal,0.4999,0.18796192249833352,0.09547746251515313,1.3732163698574578,-0.04136913186241429,3.307821694057037,0.07128531588483784,7.4979766226278475,0.017195699988959704
Train2.csv,Side II,0.5068,0.9435344547615523,-0.05658888278631121,1.6896065113244512,-0.09913805433809385,42.57091767530443,-0.1846589224352017,24.097537206629816,-0.26330864171634694
Train3.csv,Normal,0.5076,0.49741191214841746,-0.03200370166325744,1.633110775928503,-0.09273849099229478,23.006584985661785,0.11648990705013755,18.88881381482816,0.19239873655732823
Train4.csv,Normal,0.5087,0.47598052037701144,-0.248503525239764,1.5250381974862453,-0.046686575634950926,34.19992747207942,-1.3405886737683976,20.73207411032574,-0.5028418945631694
Train5.csv,Normal,1.0,0.06838878450224481,0.24589123455940262,1.4659616037765781,-0.10433440472999811,2.5732131500491864,-2.0273751006731953,5.515709178899986,-0.2131014117364118
Train6.csv,Normal,0.5043,0.3427829976250674,-0.13075564214317167,1.4840227837630446,-0.06746733777137601,10.090791272747829,-0.961765079616256,13.633337698747368,-0.13344939596881203
Train7.csv,Normal,0.5063,0.5233732670852472,-0.0237896640952373,1.4744603857442944,-0.06334076893370345,70.79039162997105,-0.07914831699907442,25.47355305980576,0.10353872912975297
Train8.csv,Normal,0.5062,0.3811650505894868,-0.008704790980174817,1.4049105054786581,-0.11226033115141337,17.341243603041583,-0.06456310331767749,17.719872483081307,-0.16335347426756727
Train9.csv,Normal,0.5051,0.3068354496933967,-0.16309349826776984,1.4012565814084392,-0.04854816489068841,12.243123772560683,-0.6599092983136208,15.070842295456647,-0.5788438464616076
Train10.csv,Normal,0.5056,0.23909822059716968,0.06184177572589747,1.4695785406164172,-0.05171006723696131,13.18499555132436,2.1933851259768704,14.412791202200005,0.6392105843411612
Train11.csv,Normal,1.0,0.06890174171319191,0.23499617758521255,1.577518067453016,-0.09898625568811768,2.3251297637842283,-2.5353620954169838,5.230075143327632,-0.3039890490721641
Train12.csv,Side II,0.5083,0.5363128011394445,-0.39893195760075284,1.5359349988581856,-0.14605775767328155,20.841795601666725,0.39851310115948685,15.321800944706899,0.5274340018202737
Train13.csv,Normal,1.0,0.06815346228430454,0.2515757424203341,1.4082467831034329,-0.13049499013049803,2.4737035721879366,-2.263790895131586,6.0957511185639515,-0.4951978250780844
Train14.csv,Normal,0.5077,0.4585794071296192,-0.08608177828670534,1.4490610582828798,-0.059557193008287414,47.70424172677854,-2.205650280430982,21.2966928865651,-0.6593160926171177
Train15.csv,Normal,0.5085,0.4784186430178371,0.16574075220597026,1.395842020977942,-0.07070522838575302,47.076819550497646,2.1472070193956077,21.860019509080594,0.794948393256638
Train16.csv,Normal,0.5018,0.2484162384079398,0.012402420575119123,1.4095535781524489,-0.05155032576276358,4.762635649134365,-0.7968331486858072,9.170797557242572,-0.22228477694794524
Train17.csv,Normal,0.509,0.547871487303705,-0.06277006950780134,1.7334832416784227,-0.1224613182991402,10.803919760345941,0.24557849542444116,15.148005055758524,-0.05935061500749003
Train18.csv,Normal,0.5061,0.3768314584871937,-0.027905580464256032,1.5592838230688661,-0.03277965765509895,8.478635044384458,0.024336132203803863,12.667866611906934,0.20506401853664236
Train19.csv,Normal,0.5243,0.06760545511617021,0.2566511781685973,1.3784137278959114,-0.0629570927876656,1.791771132449267,-2.6998952261375138,5.676489136872091,0.031030894283183695
Train20.csv,Normal,0.5035,0.39645550454233053,0.11769525505338761,1.4952007416788193,-0.07303106423974078,41.75730739560767,-0.4108544525346074,17.44232667686407,-0.2101233441961098
Train21.csv,Normal,0.5087,0.3501745033911247,-0.05220720763482045,1.4160447674723882,-0.11091500914534465,13.21624326971611,-2.1939206523100343,18.144543117383908,-0.9487364095696714
Train22.csv,Normal,0.5057,0.23819702092262723,0.15914289516306138,1.5303588421138539,-0.10035155304697893,30.33582092613356,1.398261034716627,19.79141330929456,0.5207087429156394
Train23.csv,Normal,1.0,0.06780398294836755,0.2587313456697379,1.4691791534298029,-0.041461672894048,2.149280881932973,-2.90784125756883,4.9191752868883905,-0.18462337351601593
Train24.csv,Normal,0.5046,0.17110811970243991,0.006132728907252955,1.392463724030106,-0.13568956958726797,5.633321135065124,-1.4589336245777798,11.210711543358896,-0.6098085066367062
